Date,USDCNY_MID,USDCNY_SPOT,USDCNH,DXY,USDCHF,USDSEK,USDCAD,GBPUSD,CFETS,EURUSD,USDJPY,Basket_Impact,DXY_Impact,CNH_Impact,CCF_Value,Strength
2026-02-02,6.969500,6.945800,6.941500,97.632000,0.779700,8.965900,1.368200,1.366700,96.990000,1.179000,155.599500,-0.000000,0.006941,-0.000430,0.011589,中
2026-02-03,6.960800,6.938000,6.935000,97.437000,0.775300,8.903600,1.364200,1.369900,96.990000,1.181800,155.778500,-0.000000,-0.002775,-0.000300,0.018075,中
2026-02-04,6.953300,6.941700,6.941100,97.616000,0.777400,8.985700,1.366300,1.365400,96.990000,1.180600,156.879500,-0.000000,0.002549,-0.000060,0.012811,中
2026-02-05,6.957000,6.938300,6.940700,97.824000,0.778200,9.058100,1.371000,1.353000,96.990000,1.177900,157.038500,-0.000000,0.002958,0.000240,0.012102,中
2026-02-06,6.959000,6.939000,6.929900,97.633000,0.775800,9.023000,1.367600,1.361000,98.340000,1.181600,157.233500,-0.048287,-0.002709,-0.000910,0.072606,强
2026-02-09,6.952300,6.922500,6.915100,96.816000,0.766200,8.914700,1.355700,1.369500,98.340000,1.191600,155.881000,-0.000000,-0.011613,-0.000740,0.025653,强
2026-02-10,6.945800,6.910900,6.913300,96.799000,0.768100,8.890200,1.355200,1.364300,98.340000,1.189500,154.380000,-0.000000,-0.000243,0.000240,0.023303,强
2026-02-11,6.943800,6.913000,6.908900,96.834000,0.771700,8.896600,1.357600,1.362800,98.340000,1.187100,153.270000,-0.000000,0.000500,-0.000410,0.032810,强
2026-02-12,6.945700,6.900800,6.899000,96.925000,0.769300,8.925500,1.361000,1.362300,98.340000,1.187100,152.736500,-0.000000,0.001299,-0.000180,0.031581,强
2026-02-13,6.939800,6.909000,6.900700,96.915000,0.767600,8.920000,1.361800,1.365600,97.810000,1.186900,152.687500,0.018596,-0.000142,-0.000830,0.021377,强
2026-02-24,6.941400,6.883900,6.879800,97.843000,0.774000,9.055500,1.370000,1.348900,97.810000,1.177300,155.902000,-0.000000,0.013231,-0.000410,0.019579,中
2026-02-25,6.932100,6.871400,6.854600,97.700000,0.772700,9.020400,1.367500,1.355900,97.810000,1.181000,156.372500,-0.000000,-0.002012,-0.001680,0.051892,强
2026-02-26,6.922800,6.844200,6.844500,97.791000,0.774100,9.054200,1.368100,1.348300,97.810000,1.179700,156.135000,-0.000000,0.001280,0.000030,0.050090,强
2026-02-27,6.922800,6.858200,6.862900,97.608000,0.769400,9.029400,1.364400,1.348500,98.580000,1.181600,156.058500,-0.026940,-0.002562,0.000470,0.107632,强
2026-03-02,6.923600,6.882500,6.901000,98.381000,0.779400,9.159100,1.367600,1.340600,98.580000,1.169000,157.357000,-0.000000,0.010863,0.001850,0.052687,强
2026-03-03,6.908800,6.899900,6.917700,99.052000,0.782000,9.258400,1.367900,1.335700,98.580000,1.161300,157.716500,-0.000000,0.009388,0.001780,0.015132,中
2026-03-04,6.912400,6.897500,6.894700,98.769000,0.779200,9.170800,1.364400,1.337400,98.580000,1.163500,157.070500,-0.000000,-0.003943,-0.000280,0.016723,中
2026-03-05,6.900700,6.891600,6.918100,99.317000,0.781000,9.226300,1.367500,1.335900,98.580000,1.160900,157.550500,-0.000000,0.007654,0.002650,-0.007104,中
2026-03-06,6.902500,6.899500,6.907800,98.986000,0.776100,9.185900,1.356600,1.341200,99.650000,1.161800,157.789000,-0.037401,-0.004594,0.000830,0.052065,强
2026-03-09,6.915800,6.908100,6.893000,99.175000,0.777400,9.135900,1.357700,1.344200,99.650000,1.163700,157.687000,-0.000000,0.002635,-0.001510,0.015175,中
2026-03-10,6.898200,6.876700,6.878800,98.826000,0.778400,9.178900,1.357900,1.341800,99.650000,1.161100,158.087000,-0.000000,-0.004862,0.000210,-0.005248,中
2026-03-11,6.891700,6.866700,6.877900,99.231000,0.779900,9.221600,1.359100,1.341400,99.650000,1.157400,158.855500,-0.000000,0.005636,0.001120,0.008244,中
2026-03-12,6.895900,6.869300,6.881800,99.739000,0.785700,9.356500,1.363600,1.334700,99.650000,1.151200,159.356000,-0.000000,0.007031,0.001250,0.020919,强
2026-03-13,6.900700,6.896600,6.907000,100.362000,0.791300,9.481600,1.371900,1.322400,100.150000,1.141700,159.729500,-0.017234,0.008582,0.001040,0.039012,强
2026-03-16,6.905700,6.896200,6.893600,99.712000,0.787700,9.344100,1.368400,1.332000,100.150000,1.150600,159.073000,-0.000000,-0.008933,-0.000260,0.018293,中
2026-03-17,6.896100,6.886900,6.883600,99.575000,0.785000,9.277900,1.369100,1.336000,100.150000,1.153700,158.982500,-0.000000,-0.001895,-0.000330,0.002125,弱
2026-03-18,6.890900,6.873900,6.900600,100.086000,0.792600,9.406000,1.372300,1.327000,100.150000,1.146700,159.747500,-0.000000,0.007068,0.002670,-0.005738,中
2026-03-19,6.897500,6.873000,6.879100,99.232000,0.788700,9.291000,1.373500,1.342800,100.150000,1.158300,157.792500,-0.000000,-0.011731,0.000610,0.034721,强
2026-03-20,6.889800,6.886300,6.906000,99.647000,0.788000,9.343800,1.372400,1.334100,100.580000,1.157100,159.224500,-0.014755,0.005749,0.001970,0.023836,强
2026-03-23,6.904100,6.880700,6.885300,98.950000,0.786300,9.319900,1.372200,1.343400,100.580000,1.161500,158.405500,-0.000000,-0.009634,0.000460,0.026974,强
2026-03-24,6.894300,6.892300,6.893700,99.434000,0.788100,9.313000,1.375900,1.341600,100.580000,1.161200,158.664500,-0.000000,0.006731,0.000140,0.006729,中
2026-03-25,6.891100,6.901400,6.902900,99.599000,0.791700,9.353100,1.380900,1.336500,100.580000,1.156100,159.402500,-0.000000,0.002287,0.000150,-0.003637,弱
2026-03-26,6.905600,6.911200,6.919600,99.900000,0.794500,9.438500,1.386000,1.333300,100.580000,1.153500,159.681500,-0.000000,0.004171,0.000840,-0.000811,弱
2026-03-27,6.914100,6.911800,6.920000,100.151000,0.799000,9.469700,1.389400,1.326200,100.600000,1.151000,160.293500,-0.000687,0.003473,0.000820,-0.000706,弱
2026-03-30,6.922300,6.912500,6.916600,100.509000,0.799600,9.551900,1.392500,1.318400,100.600000,1.146200,159.738500,-0.000000,0.004941,0.000410,0.005149,中
2026-03-31,6.919400,6.898000,6.888500,99.961000,0.799400,9.469800,1.391400,1.322800,100.870000,1.155300,158.721500,-0.009276,-0.007538,-0.000950,0.024664,强
2026-04-01,6.902500,6.872400,6.878400,99.651000,0.794300,9.408900,1.387500,1.330700,100.870000,1.159100,158.798500,-0.000000,-0.004278,0.000600,0.008178,中
2026-04-02,6.888000,6.886600,6.889800,100.028000,0.798800,9.430100,1.392100,1.322700,100.870000,1.153900,159.597500,-0.000000,0.005200,0.000320,0.010080,中
2026-04-03,6.892900,6.882400,6.886400,100.028000,0.800200,9.483300,1.394600,1.320200,100.840000,1.151900,159.632500,0.001024,0.000000,0.000400,0.004876,弱
2026-04-07,6.885400,6.857400,6.855700,99.858000,0.797700,9.472400,1.388600,1.329400,100.840000,1.159700,159.617000,-0.000000,-0.002339,-0.000170,0.005509,中
2026-04-08,6.868000,6.830100,6.833200,99.133000,0.791400,9.319100,1.384500,1.339500,100.840000,1.166200,158.574500,-0.000000,-0.009957,0.000310,0.020247,强
2026-04-09,6.864900,6.832400,6.828200,98.819000,0.790500,9.273800,1.381700,1.343700,100.840000,1.169900,158.998000,-0.000000,-0.004327,-0.000420,0.039547,强
2026-04-10,6.865400,6.828000,6.825500,98.650000,0.789200,9.277300,1.384200,1.346200,100.250000,1.172600,159.295000,0.019988,-0.002337,-0.000250,0.015599,中
2026-04-13,6.865700,6.830600,6.818900,98.366000,0.783900,9.185800,1.379300,1.350600,100.250000,1.175900,159.448000,-0.000000,-0.003931,-0.001170,0.042801,强
2026-04-14,6.859300,6.815700,6.810800,98.124000,0.781000,9.185400,1.376700,1.356700,100.250000,1.179600,158.800000,-0.000000,-0.003361,-0.000490,0.032551,强
2026-04-15,6.858200,6.818200,6.818300,98.055000,0.782000,9.162000,1.374100,1.356100,100.250000,1.179900,158.976500,-0.000000,-0.000959,0.000010,0.043449,强
2026-04-16,6.861600,6.821400,6.822900,98.215000,0.783600,9.187600,1.370300,1.352700,100.250000,1.178200,159.144000,-0.000000,0.002225,0.000150,0.041025,强
2026-04-17,6.862200,6.817400,6.816300,98.098000,0.781700,9.163700,1.369200,1.351800,99.880000,1.176400,158.622000,0.012588,-0.001625,-0.000110,0.029947,强
2026-04-20,6.864800,6.817400,6.815900,98.097000,0.778300,9.128600,1.364500,1.353500,99.880000,1.178700,158.822500,-0.000000,-0.000014,-0.000150,0.047564,强
2026-04-21,6.859400,6.820900,6.828400,98.394000,0.780900,9.183900,1.366200,1.351100,99.880000,1.174300,159.384000,-0.000000,0.004128,0.000750,0.037122,强
2026-04-22,6.863500,6.827300,6.832000,98.590000,0.784800,9.213100,1.367200,1.350400,99.880000,1.170600,159.480500,-0.000000,0.002717,0.000470,0.039413,强
2026-04-23,6.865000,6.827600,6.836200,98.770000,0.786400,9.264200,1.370000,1.346700,99.880000,1.168300,159.745500,-0.000000,0.002493,0.000860,0.034347,强
2026-04-24,6.867400,6.836400,6.834200,98.533000,0.784900,9.220300,1.366900,1.353100,100.080000,1.171900,159.367500,-0.006836,-0.003277,-0.000220,0.050132,强
2026-04-27,6.857900,6.823200,6.826300,98.496000,0.785600,9.220500,1.362700,1.353400,100.080000,1.172100,159.423500,-0.000000,-0.000513,0.000310,0.021703,强
2026-04-28,6.858900,6.838000,6.840100,98.640000,0.789300,9.270700,1.368400,1.351800,100.080000,1.171300,159.616500,-0.000000,0.001995,0.000210,0.033495,强
2026-04-29,6.860800,6.838100,6.847600,98.961000,0.791500,9.322400,1.368400,1.347700,100.080000,1.167500,160.447500,-0.000000,0.004451,0.000950,0.017399,中
2026-04-30,6.862800,6.828100,6.831800,98.056000,0.781300,9.238200,1.358200,1.360300,100.170000,1.173100,156.622000,-0.003075,-0.012507,0.000370,0.039912,强
2026-05-06,6.856200,6.811300,6.813600,98.023000,0.778800,9.237500,1.363300,1.359400,100.170000,1.174800,156.387500,-0.000000,-0.000460,0.000230,0.028330,强
2026-05-07,6.848700,6.801900,6.809000,98.067000,0.780600,9.282700,1.366400,1.355100,100.170000,1.172400,156.941000,-0.000000,0.000611,0.000710,0.036079,强
2026-05-08,6.850200,6.800600,6.796300,97.900000,0.776500,9.219000,1.367600,1.363300,99.700000,1.178600,156.683500,0.015957,-0.002317,-0.000430,0.035089,强
2026-05-11,6.846700,6.794900,6.791900,97.955000,0.778000,9.221000,1.367900,1.361100,99.700000,1.178200,157.226500,-0.000000,0.000764,-0.000300,0.045636,强
2026-05-12,6.842600,6.792100,6.790900,98.298000,0.780500,9.291400,1.369600,1.354000,99.700000,1.174000,157.617500,-0.000000,0.004759,-0.000120,0.043061,强
2026-05-13,6.843100,6.791100,6.787300,98.524000,0.781800,9.317900,1.370600,1.352400,99.700000,1.171400,157.888000,-0.000000,0.003123,-0.000380,0.048257,强
2026-05-14,6.840100,6.785200,6.787500,98.819000,0.783700,9.359000,1.372000,1.340200,99.700000,1.166900,158.388500,-0.000000,0.004067,0.000230,0.044703,强
2026-05-15,6.841500,6.807100,6.814100,99.284000,0.786900,9.446700,1.374900,1.332500,100.280000,1.162500,158.769500,-0.019736,0.006386,0.000700,0.068951,强
2026-05-18,6.843500,6.803800,6.799300,99.193000,0.784400,9.383700,1.374000,1.343300,100.280000,1.165600,158.855000,-0.000000,-0.001248,-0.000450,0.038098,强
2026-05-19,6.837500,6.813600,6.816800,99.327000,0.788900,9.403900,1.374500,1.339400,100.280000,1.160600,159.080000,-0.000000,0.001838,0.000320,0.031542,强
2026-05-20,6.839700,6.801100,6.802000,99.092000,0.787200,9.336200,1.374500,1.343500,100.280000,1.162500,158.931000,-0.000000,-0.003224,0.000090,0.029234,强
2026-05-21,6.834900,6.802800,6.800100,99.257000,0.786700,9.343100,1.377900,1.343000,100.280000,1.161700,158.991500,-0.000000,0.002265,-0.000270,0.031805,强
2026-05-22,6.837300,6.795700,6.797800,99.239000,0.785000,9.363600,1.382000,1.343100,100.470000,1.160300,159.202000,-0.006445,-0.000247,0.000210,0.040981,强
2026-05-25,6.831800,6.794100,6.784900,99.239000,0.782700,9.284600,1.380300,1.350700,100.470000,1.164400,158.928000,-0.000000,0.000000,-0.000920,0.037020,强
2026-05-26,6.828800,6.787100,6.785100,99.169000,0.785700,9.307500,1.381300,1.344700,100.470000,1.163200,159.301500,-0.000000,-0.000958,-0.000200,0.035858,强
2026-05-27,6.829100,6.779700,6.778900,99.206000,0.787100,9.293600,1.384100,1.342700,100.470000,1.162600,159.522000,-0.000000,0.000506,-0.000080,0.041574,强
2026-05-28,6.824000,6.779100,6.773500,99.020000,0.784000,9.250600,1.378300,1.344400,100.470000,1.165000,159.246500,-0.000000,-0.002542,-0.000560,0.047402,强
2026-05-29,6.817600,6.768200,6.764400,98.908000,0.781000,9.239300,1.379600,1.345600,100.660000,1.166100,159.274000,-0.006410,-0.001534,-0.000380,0.046824,强
2026-06-01,6.816700,6.766400,6.764900,99.201000,0.786700,9.307700,1.384100,1.345500,100.660000,1.163200,159.670000,-0.000000,0.004010,-0.000150,0.044640,强
2026-06-02,6.818700,6.762800,6.762600,99.219000,0.787300,9.314300,1.384000,1.346500,100.660000,1.163100,159.933000,-0.000000,0.000246,-0.000020,0.052074,强
2026-06-03,6.818400,6.766700,6.780300,99.529000,0.792200,9.405500,1.389700,1.341700,100.660000,1.159900,160.087000,-0.000000,0.004226,0.001360,0.050014,强
2026-06-04,6.820300,6.771800,6.777000,99.413000,0.789600,9.379300,1.391000,1.342400,100.660000,1.161100,160.026000,-0.000000,-0.001577,0.000520,0.054657,强
2026-06-05,6.815700,6.775200,6.790200,100.069000,0.796300,9.469700,1.394100,1.334100,101.330000,1.152200,160.320000,-0.022537,0.008937,0.001500,0.056000,强
2026-06-08,6.819800,6.776300,6.784800,100.045000,0.797800,9.434500,1.395400,1.333900,101.330000,1.153200,160.177000,-0.000000,-0.000325,0.000850,0.044075,强
2026-06-09,6.814700,6.773500,6.778500,99.909000,0.798200,9.470400,1.395000,1.337900,101.330000,1.154300,160.373000,-0.000000,-0.001842,0.000500,0.039742,强
2026-06-10,6.813000,6.774700,6.782100,99.947000,0.800000,9.517000,1.394400,1.336800,101.330000,1.153600,160.558500,-0.000000,0.000515,0.000740,0.038245,强
2026-06-11,6.815000,6.775800,6.763300,99.858000,0.794900,9.441500,1.396600,1.341600,101.330000,1.157900,159.968000,-0.000000,-0.001207,-0.001250,0.042757,强
2026-06-12,6.810900,6.765700,6.763200,99.747000,0.797100,9.441500,1.398900,1.340600,101.490000,1.156700,160.225000,-0.005349,-0.001506,-0.000250,0.042206,强
2026-06-15,6.808800,6.768500,6.759500,99.631000,0.794700,9.402500,1.399100,1.341300,101.490000,1.158900,160.353500,-0.000000,-0.001574,-0.000900,0.045574,强
2026-06-16,6.810800,6.758900,6.757200,99.540000,0.793200,9.368100,1.399500,1.342600,101.490000,1.160800,160.465000,-0.000000,-0.001236,-0.000170,0.043706,强
2026-06-17,6.809600,6.757700,6.776000,100.089000,0.799800,9.510200,1.410100,1.329400,101.490000,1.150200,160.662000,-0.000000,0.007456,0.001830,0.041414,强
2026-06-18,6.813000,6.766000,6.778400,100.849000,0.804600,9.587400,1.413700,1.320500,101.770000,1.145800,161.393500,-0.009322,0.010263,0.001240,0.053119,强
2026-06-22,6.815000,6.772900,6.778100,101.020000,0.808600,9.617600,1.416000,1.325000,101.770000,1.142900,161.599500,-0.000000,0.002294,0.000520,0.046186,强
2026-06-23,6.817100,6.788600,6.794800,101.408000,0.809600,9.738800,1.421000,1.320400,101.770000,1.138100,161.577000,-0.000000,0.005203,0.000620,0.038377,强
2026-06-24,6.819500,6.800400,6.813300,101.609000,0.812400,9.746400,1.423400,1.316800,101.770000,1.135900,161.808500,-0.000000,0.002691,0.001290,0.026919,强
2026-06-25,6.820900,6.791200,6.801600,101.431000,0.810200,9.733100,1.420100,1.319100,101.770000,1.137000,161.805000,-0.000000,-0.002383,0.001040,0.021843,强
2026-06-26,6.816600,6.800400,6.805000,101.357000,0.809900,9.736300,1.419400,1.319800,102.570000,1.138500,161.753000,-0.026692,-0.000991,0.000460,0.052623,强
2026-06-29,6.817500,6.796000,6.801000,101.105000,0.807600,9.711000,1.421200,1.325900,102.570000,1.142400,161.938500,-0.000000,-0.003382,0.000500,0.019982,中
2026-06-30,6.810900,6.789500,6.791600,101.187000,0.808300,9.700800,1.419600,1.326100,102.590000,1.142200,162.580000,-0.000663,0.001102,0.000210,0.014250,中
2026-07-01,6.806700,6.794200,6.794600,101.392000,0.809500,9.731600,1.421600,1.327600,102.590000,1.137700,162.605500,-0.000000,0.002751,0.000040,0.014409,中
2026-07-02,6.808800,6.790700,6.788400,100.857000,0.803500,9.678400,1.418200,1.334700,102.590000,1.143300,161.120000,-0.000000,-0.007170,-0.000230,0.022000,强
2026-07-03,6.804700,6.787000,6.785600,100.857000,0.803400,9.661000,1.420200,1.335000,102.650000,1.143500,161.368000,-0.001986,0.000000,-0.000140,0.016126,中
2026-07-06,6.806600,6.795600,6.794300,100.853000,0.805200,9.624900,1.420500,1.339000,102.650000,1.144100,162.089500,-0.000000,-0.000054,-0.000130,0.019784,中
2026-07-07,6.805400,6.794200,6.803600,101.023000,0.808300,9.695800,1.420100,1.335900,102.650000,1.141200,162.105000,-0.000000,0.002291,0.000940,0.006569,中
2026-07-08,6.807700,6.802300,6.806100,100.991000,0.808400,9.699700,1.417300,1.338900,102.650000,1.141700,162.621500,-0.000000,-0.000430,0.000380,0.013550,中
2026-07-09,6.803600,6.793700,6.796500,100.904000,0.807000,9.666300,1.416800,1.340900,102.650000,1.143000,162.386000,-0.000000,-0.001172,0.000280,0.002192,弱
2026-07-10,6.798900,6.778700,6.782000,100.952000,0.808500,9.664100,1.415700,1.340100,102.350000,1.141400,161.707500,0.009927,0.000646,0.000330,-0.005704,中
2026-07-13,6.797200,6.779800,6.785300,101.235000,0.814700,9.720400,1.415700,1.334600,102.350000,1.138100,162.460500,-0.000000,0.003801,0.000550,0.014149,中
2026-07-14,6.799000,6.772000,6.774100,100.919000,0.809200,9.665300,1.406000,1.339100,102.350000,1.142100,162.263000,-0.000000,-0.004233,0.000210,0.023223,强
2026-07-15,6.791000,6.768900,6.768400,100.485000,0.805400,9.591400,1.404100,1.353900,102.350000,1.146300,162.191000,-0.000000,-0.005825,-0.000050,0.024875,强
2026-07-16,6.790900,6.772600,6.773300,100.731000,0.808700,9.642600,1.404200,1.347900,102.350000,1.144300,162.371500,-0.000000,0.003314,0.000070,0.018616,中
2026-07-17,6.793400,6.775100,6.777900,100.765000,0.807400,9.647600,1.402000,1.345300,102.420000,1.143800,162.401500,-0.002316,0.000457,0.000280,0.022379,强
2026-07-20,6.794800,6.772400,6.769200,100.949000,0.810200,9.680500,1.407000,1.343100,102.420000,1.141400,162.499000,-0.000000,0.002474,-0.000320,0.017546,中
2026-07-21,6.791700,6.769400,6.768800,101.173000,0.812800,9.708200,1.410900,1.337500,102.420000,1.139800,163.196000,-0.000000,0.003006,-0.000060,0.016354,中
2026-07-22,6.793300,6.770900,6.775000,101.125000,0.814400,9.696100,1.408700,1.337500,102.420000,1.141200,163.160000,-0.000000,-0.000642,0.000410,0.024132,强
2026-07-23,6.790600,6.774400,6.777900,101.444000,0.816900,9.754400,1.408500,1.331500,102.420000,1.137700,163.865500,-0.000000,0.004272,0.000350,0.015078,中
2026-07-24,6.793900,6.771600,6.771600,101.468000,0.818200,9.715800,1.409400,1.332400,102.750000,1.137100,163.847000,-0.010914,0.000321,0.000000,0.030093,强
2026-07-27,6.791100,6.769000,6.765500,101.535000,0.819300,9.728000,1.412400,1.328800,102.750000,1.136800,163.747000,-0.000000,0.000894,-0.000350,0.018956,中
2026-07-28,6.792800,6.769200,6.771200,101.417000,0.819400,9.690700,1.410800,1.328900,102.750000,1.138600,163.868000,-0.000000,-0.001573,0.000200,0.025173,强
2026-07-29,6.789900,6.768700,6.760700,100.886000,0.813600,9.645800,1.404800,1.336900,102.750000,1.146800,163.424000,-0.000000,-0.007088,-0.000800,0.028588,强
2026-07-30,6.789200,6.759100,6.747900,99.864000,0.805100,9.530500,1.401100,1.346600,102.750000,1.152800,159.519500,-0.000000,-0.013714,-0.001120,0.035334,强
2026-07-31,6.789400,6.753100,6.753200,99.914000,0.807600,9.521600,1.401700,1.348100,102.750000,1.152700,157.454000,-0.000000,0.000677,0.000010,0.029613,强
